"gene","Nasr_22Rv1","Nasr_RM1","NED_ILSA","high_corr_common"
"CCND3",-0.616666666666667,-0.5,-0.142857142857143,"No"
"CCNE1",-0.133333333333333,-0.683333333333333,-0.214285714285714,"No"
"CCNE2",-0.666666666666667,-0.466666666666667,0.285714285714286,"No"
"CCNF",-0.866666666666667,-0.816666666666667,0.357142857142857,"No"
"CCNG2",0.45,0.633333333333333,0.142857142857143,"No"
"CCNH",-0.7,-0.733333333333333,-0.214285714285714,"No"
"CCNI",0.166666666666667,0.816666666666667,-0.214285714285714,"No"
"CCNK",0.5,-0.7,0.25,"No"
"CCNL2",0.45,0.416666666666667,0.285714285714286,"No"
"CCNO",-0.233333333333333,0.783333333333333,-0.107142857142857,"No"
"CCNT1",0.466666666666667,-0.75,0.0857142857142857,"No"
"CCNY",0.55,-0.0833333333333333,0.142857142857143,"No"
"CCPG1",0.75,0.8,0.107142857142857,"No"
"CCS",-0.233333333333333,-0.65,-0.464285714285714,"No"
"CCT2",-0.433333333333333,-0.833333333333333,-0.5,"No"
"CCT4",-0.55,-0.716666666666667,1,"No"
"CCT5",-0.4,-0.716666666666667,-0.0714285714285714,"No"
"CCT6A",-0.55,-0.7,-0.657142857142857,"Yes"
"CCT8",-0.633333333333333,-0.833333333333333,-0.214285714285714,"No"
"CD109",-0.65,0.683333333333333,-0.4,"No"
"CD163",0.25,0.683333333333333,-0.321428571428571,"No"
"CD164",0.616666666666667,0.583333333333333,0.321428571428571,"No"
"CD248",0.433333333333333,0.616666666666667,-0.821428571428571,"No"
"CD276",-0.183333333333333,0.666666666666667,-0.0357142857142857,"No"
"CD2BP2",-0.533333333333333,-0.65,-0.214285714285714,"No"
"CD320",-0.8,-0.566666666666667,0.0857142857142857,"No"
"CD33",0.833333333333333,0.933333333333333,-0.5,"No"
"CD3EAP",-0.8,-0.683333333333333,-0.464285714285714,"No"
"CD47",-0.2,0.616666666666667,0.178571428571429,"No"
"CD55",0.583333333333333,0.783333333333333,-0.107142857142857,"No"
"CD6",0.3,0.9,-0.642857142857143,"No"
"CD63",0.366666666666667,0.55,-0.4,"No"
"CD68",-0.0833333333333333,0.716666666666667,-0.142857142857143,"No"
"CD81",-0.85,0.816666666666667,-0.9,"No"
"CD82",0.166666666666667,0.716666666666667,0.214285714285714,"No"
"CD9",-0.266666666666667,0.733333333333333,0.1,"No"
"CD99L2",-0.7,0.75,0.4,"No"
"CDA",0.7,0.333333333333333,-0.0714285714285714,"No"
"CDADC1",-0.65,-0.15,0.25,"No"
"CDAN1",-0.866666666666667,-0.75,0.607142857142857,"No"
"CDC123",-0.183333333333333,-0.55,-0.428571428571428,"No"
"CDC14A",0.216666666666667,0.55,-0.214285714285714,"No"
"CDC14B",0.7,-0.1,0.285714285714286,"No"
"CDC16",0.633333333333333,0.316666666666667,0.5,"No"
"CDC23",-0.533333333333333,-0.816666666666667,0.314285714285714,"No"
"CDC25A",-0.766666666666667,-0.85,0.821428571428571,"No"
"CDC25B",-0.75,-0.0666666666666667,-1,"No"
"CDC26",-0.366666666666667,-0.366666666666667,0.0714285714285714,"No"
"CDC34",0.0666666666666667,-0.75,0.357142857142857,"No"
"CDC37",-0.566666666666667,-0.683333333333333,0.321428571428571,"No"
"CDC40",-0.183333333333333,-0.483333333333333,-0.321428571428571,"No"
"CDC42",-0.666666666666667,-0.583333333333333,-0.785714285714285,"Yes"
"CDC42BPA",0.616666666666667,-0.783333333333333,0.785714285714285,"No"
"CDC42BPB",-0.15,-0.433333333333333,-0.2,"No"
"CDC42BPG",-0.116666666666667,-0.15,0.485714285714286,"No"
"CDC42EP1",0.5,-0.366666666666667,-0.178571428571429,"No"
"CDC42EP2",0.0666666666666667,0.716666666666667,0,"No"
"CDC42EP4",-0.45,0.6,-0.142857142857143,"No"
"CDC42EP5",0.1,0.866666666666667,-0.5,"No"
"CDC42SE2",-0.1,-0.633333333333333,-0.714285714285714,"No"
"CDC5L",-0.533333333333333,-0.666666666666667,-0.142857142857143,"No"
"CDC6",-0.733333333333333,-0.533333333333333,-0.214285714285714,"No"
"CDC7",-0.483333333333333,-0.633333333333333,-0.535714285714286,"Yes"
"CDCA2",-0.716666666666667,-0.816666666666667,0.357142857142857,"No"
"CDCA3",-0.733333333333333,-0.7,0.392857142857143,"No"
"CDCA4",-0.733333333333333,-0.6,0.5,"No"
"CDCA5",-0.833333333333333,-0.416666666666667,0.678571428571428,"No"
"CDCA7",-0.866666666666667,-0.85,-0.0857142857142857,"No"
"CDCA8",-0.833333333333333,-0.65,-0.107142857142857,"No"
"CDCP1",-0.783333333333333,0.9,-0.1,"No"
"CDH17",-0.05,0.933333333333333,0.428571428571428,"No"
"CDH2",0.266666666666667,-0.8,0.464285714285714,"No"
"CDH23",-0.633333333333333,0.95,0.0357142857142857,"No"
"CDH24",-0.716666666666667,-0.633333333333333,0.6,"No"
"CDH3",-0.383333333333333,0.4,-0.0857142857142857,"No"
"CDH6",0.116666666666667,0.883333333333333,0.535714285714286,"No"
"CDH7",0.266666666666667,0.683333333333333,-0.0714285714285714,"No"
"CDK2",-0.466666666666667,-0.866666666666667,-0.392857142857143,"No"
"CDK2AP1",0.733333333333333,-0.7,-0.714285714285714,"No"
"CDK2AP2",-0.1,0.9,0.321428571428571,"No"
"CDK4",-0.583333333333333,-0.583333333333333,-0.6,"Yes"
"CDK5R1",-0.483333333333333,0.05,0.428571428571428,"No"
"CDK5R2",0.583333333333333,0.916666666666667,0.714285714285714,"No"
"CDK5RAP1",-0.433333333333333,-0.516666666666667,0.6,"No"
"CDK5RAP2",-0.533333333333333,-0.783333333333333,0.0357142857142857,"No"
"CDK5RAP3",0.0333333333333333,0.483333333333333,-0.0357142857142857,"No"
"CDK6",-0.533333333333333,-0.466666666666667,-0.942857142857143,"No"
"CDK7",0.716666666666667,-0.5,-0.428571428571428,"No"
"CDK8",-0.116666666666667,-0.7,-0.2,"No"
"CDK9",0.666666666666667,-0.533333333333333,0.214285714285714,"No"
"CDKL5",0.433333333333333,0.65,0.535714285714286,"Yes"
"CDKN1A",0.0666666666666667,0.516666666666667,0.8,"No"
"CDKN1B",0.833333333333333,0.75,0,"No"
"CDKN1C",0.8,0.733333333333333,-0.535714285714286,"No"
"CDKN2AIP",0.0333333333333333,-0.583333333333333,0.214285714285714,"No"
"CDKN2AIPNL",-0.666666666666667,-0.316666666666667,-0.142857142857143,"No"
"CDKN2C",-0.516666666666667,0.15,-0.4,"No"
"CDKN2D",-0.483333333333333,0.0833333333333333,-0.3,"No"
"CDKN3",-0.516666666666667,-0.616666666666667,-0.6,"Yes"
"CDON",0.766666666666667,-0.916666666666667,-0.142857142857143,"No"
"CDT1",-0.683333333333333,-0.7,0.25,"No"
"CDV3",-0.383333333333333,-0.65,0.678571428571428,"No"
"CEACAM1",0.6,0.883333333333333,0.678571428571428,"No"
"CEBPB",0.716666666666667,0.733333333333333,0.7,"Yes"
"CEBPG",0.466666666666667,0.233333333333333,0.371428571428571,"No"
"CEBPZ",-0.333333333333333,-0.733333333333333,0.607142857142857,"No"
"CELSR1",-0.433333333333333,0.866666666666667,0.828571428571429,"No"
"CELSR2",-0.666666666666667,0.916666666666667,0.178571428571429,"No"
"CELSR3",0.05,0.95,0.5,"No"
"CENPA",-0.616666666666667,-0.816666666666667,-0.285714285714286,"No"
"CENPB",-0.616666666666667,-0.633333333333333,-0.75,"Yes"
"CENPE",-0.5,-0.85,-0.464285714285714,"No"
"CENPF",-0.533333333333333,-0.85,-0.178571428571429,"No"
"CENPH",-0.616666666666667,-0.533333333333333,-0.0714285714285714,"No"
"CENPJ",-0.716666666666667,0.733333333333333,0.428571428571428,"No"
"CENPL",-0.95,-0.733333333333333,0.285714285714286,"No"
"CENPN",-0.683333333333333,-0.6,0.892857142857143,"No"
"CENPO",-0.866666666666667,-0.0333333333333333,-0.142857142857143,"No"
"CENPQ",-0.65,-0.616666666666667,-0.214285714285714,"No"
"CEP135",-0.433333333333333,-0.666666666666667,0.321428571428571,"No"
"CEP152",-0.716666666666667,-0.95,-0.25,"No"
"CEP164",-0.3,-0.8,-0.214285714285714,"No"
"CEP170",0.733333333333333,0.483333333333333,-0.535714285714286,"No"
"CEP290",0.316666666666667,-0.516666666666667,-0.357142857142857,"No"
"CEP57",-0.433333333333333,-0.8,0.5,"No"
"CEP68",-0.266666666666667,-0.666666666666667,-0.0714285714285714,"No"
"CEP70",-0.466666666666667,-0.116666666666667,-0.678571428571428,"No"
"CEP72",-0.7,0.7,0.0357142857142857,"No"
"CEP76",-0.666666666666667,-0.75,-0.392857142857143,"No"
"CEP97",-0.6,0.95,-0.357142857142857,"No"
"CERK",0.716666666666667,-0.583333333333333,-0.2,"No"
"CETN2",0.383333333333333,-0.45,-0.142857142857143,"No"
"CFDP1",-0.0166666666666667,-0.816666666666667,0.5,"No"
"CFH",0.3,0.583333333333333,0.0714285714285714,"No"
"CFL1",-0.783333333333333,-0.683333333333333,-0.107142857142857,"No"
"CFP",0.533333333333333,0.5,0,"No"
"CGGBP1",0.116666666666667,-0.316666666666667,-0.25,"No"
"CGN",0.616666666666667,0.766666666666667,-0.321428571428571,"No"
"CGNL1",0.883333333333333,0.55,0.678571428571428,"No"
"CGRRF1",-0.483333333333333,0.416666666666667,0.214285714285714,"No"
"CHAC2",-0.533333333333333,0.0833333333333333,-0.0714285714285714,"No"
"CHADL",0.683333333333333,0.966666666666667,0.571428571428571,"No"
"CHAF1A",-0.766666666666667,-0.516666666666667,-0.107142857142857,"No"
"CHAF1B",-0.55,-0.55,-0.25,"No"
"CHCHD1",-0.0833333333333333,-0.6,-1,"No"
"CHCHD2",-0.4,-0.633333333333333,-0.6,"No"
"CHCHD3",-0.633333333333333,-0.683333333333333,-0.214285714285714,"No"
"CHCHD4",-0.0166666666666667,-0.666666666666667,-0.714285714285714,"No"
"CHCHD6",-0.716666666666667,-0.416666666666667,-0.821428571428571,"No"
"CHD1L",0,-0.65,0.107142857142857,"No"
"CHD2",0.783333333333333,0.516666666666667,0,"No"
"CHD3",0.766666666666667,0.283333333333333,0.785714285714285,"No"
"CHD5",-0.7,0.583333333333333,0.142857142857143,"No"
"CHD6",0.4,0.683333333333333,-0.642857142857143,"No"
"CHD9",0.3,0.683333333333333,0.535714285714286,"No"
"CHDH",0.55,0.916666666666667,-0.178571428571429,"No"
"CHEK1",-0.55,-0.716666666666667,-0.25,"No"
"CHEK2",-0.65,-0.766666666666667,0.285714285714286,"No"
"CHERP",-0.533333333333333,-0.933333333333333,0,"No"
"CHGB",0.433333333333333,0.85,0.0714285714285714,"No"
"CHIC2",0.283333333333333,0.483333333333333,-0.257142857142857,"No"
"CHKA",-0.466666666666667,0.616666666666667,0.107142857142857,"No"
"CHL1",0.0666666666666667,0.816666666666667,0.214285714285714,"No"
"CHM",0.766666666666667,0.7,-0.607142857142857,"No"
"CHML",-0.483333333333333,-0.816666666666667,-0.535714285714286,"No"
"CHMP1A",-0.716666666666667,-0.45,-0.142857142857143,"No"
"CHMP2A",-0.133333333333333,-0.483333333333333,-0.535714285714286,"No"
"CHMP2B",0.133333333333333,0.516666666666667,-0.0357142857142857,"No"
"CHMP4B",0.266666666666667,0.65,0.142857142857143,"No"
"CHMP4C",0.566666666666667,0.9,-0.571428571428571,"No"
"CHMP5",0.683333333333333,0.783333333333333,0.642857142857143,"Yes"
"CHMP6",0.0833333333333333,-0.716666666666667,-0.1,"No"
"CHMP7",-0.116666666666667,-0.35,0.321428571428571,"No"
"CHN1",0.0666666666666667,0.916666666666667,0.314285714285714,"No"
"CHN2",0.516666666666667,0.933333333333333,0.464285714285714,"No"
"CHORDC1",-0.0333333333333333,-0.833333333333333,-0.464285714285714,"No"
"CHPF",0.466666666666667,-0.65,0.214285714285714,"No"
"CHPT1",-0.533333333333333,0.75,0.3,"No"
"CHRAC1",-0.45,-0.933333333333333,0.142857142857143,"No"
"CHRM1",0.533333333333333,0.816666666666667,0.535714285714286,"No"
"CHRM4",-0.45,0.633333333333333,0.214285714285714,"No"
"CHRNA2",0.0666666666666667,0.916666666666667,0.142857142857143,"No"
"CHRNB1",0.516666666666667,-0.216666666666667,-0.107142857142857,"No"
"CHRNB2",0.116666666666667,0.933333333333333,-0.892857142857143,"No"
"CHRNB4",0.416666666666667,0.666666666666667,-0.785714285714285,"No"
"CHST10",0.15,0.9,0.6,"No"
"CHST11",0.783333333333333,0.35,0.5,"No"
"CHST12",0.316666666666667,-0.216666666666667,0.428571428571428,"No"
"CHST14",-0.483333333333333,0.1,-0.257142857142857,"No"
"CHST2",0.0166666666666667,-0.516666666666667,-0.142857142857143,"No"
"CHST3",-0.766666666666667,0.9,0.828571428571429,"No"
"CHST8",0.383333333333333,0.9,0,"No"
"CHSY1",-0.466666666666667,-0.833333333333333,-0.2,"No"
"CHSY3",-0.2,0.783333333333333,0.107142857142857,"No"
"CHTF18",-0.766666666666667,-0.65,-0.142857142857143,"No"
"CHUK",-0.333333333333333,-0.75,-0.892857142857143,"No"
"CIAO1",-0.366666666666667,-0.366666666666667,0.178571428571429,"No"
"CIAPIN1",-0.466666666666667,-0.6,-0.714285714285714,"No"
"CIB1",-0.133333333333333,-0.466666666666667,0.214285714285714,"No"
"CIC",0.5,0.216666666666667,0.0714285714285714,"No"
"CILP",0,0.783333333333333,-0.142857142857143,"No"
"CILP2",-0.7,0.6,0.142857142857143,"No"
"CINP",-0.2,-0.6,0.178571428571429,"No"
"CISD1",-0.466666666666667,-0.55,-0.107142857142857,"No"
"CISD2",-0.75,-0.6,-0.257142857142857,"No"
"CISH",-0.8,0.966666666666667,0.142857142857143,"No"
"CIT",-0.8,-0.666666666666667,-0.0357142857142857,"No"
"CITED2",0.766666666666667,0.466666666666667,0.321428571428571,"No"
"CKAP2",-0.466666666666667,-0.716666666666667,-0.2,"No"
"CKAP4",-0.583333333333333,-0.6,0.0714285714285714,"No"
"CKS1B",-0.583333333333333,-0.383333333333333,0.214285714285714,"No"
"CLASP2",0.5,-0.633333333333333,-0.892857142857143,"No"
"CLCC1",-0.666666666666667,-0.166666666666667,-0.142857142857143,"No"
"CLCF1",0.516666666666667,0.0166666666666667,-0.142857142857143,"No"
"CLCN3",0.516666666666667,0.516666666666667,-0.142857142857143,"No"
"CLCN4",0.366666666666667,-0.216666666666667,-0.714285714285714,"No"
"CLCN7",0.4,0.366666666666667,-0.0357142857142857,"No"
"CLDN1",-0.65,0.833333333333333,0.464285714285714,"No"
"CLDN12",0.666666666666667,-0.766666666666667,-0.678571428571428,"No"
"CLDN9",0.366666666666667,0.616666666666667,-0.178571428571429,"No"
"CLEC2D",0.15,0.733333333333333,-0.714285714285714,"No"
"CLIC1",-0.45,0.4,0.0857142857142857,"No"
"CLIC4",0.433333333333333,-0.433333333333333,-0.0357142857142857,"No"
"CLIC5",0.316666666666667,1,0.178571428571429,"No"
"CLIP1",0.3,-0.733333333333333,-0.285714285714286,"No"
"CLIP2",0.55,0.716666666666667,-0.714285714285714,"No"
"CLK4",0.633333333333333,0.233333333333333,0.0714285714285714,"No"
"CLMN",-0.716666666666667,0.866666666666667,-0.571428571428571,"No"
"CLN5",0.383333333333333,0.866666666666667,-0.142857142857143,"No"
"CLN8",-0.0166666666666667,0.616666666666667,-0.535714285714286,"No"
"CLNS1A",-0.466666666666667,-0.8,0.8,"No"
"CLP1",-0.816666666666667,-0.416666666666667,0.464285714285714,"No"
"CLPP",-0.4,-0.716666666666667,0.392857142857143,"No"
"CLPX",-0.166666666666667,-0.8,-0.25,"No"
"CLSPN",-0.633333333333333,-0.816666666666667,-0.285714285714286,"No"
"CLSTN3",0.7,-0.383333333333333,0.178571428571429,"No"
"CLTA",-0.316666666666667,-0.733333333333333,-0.214285714285714,"No"
"CLTB",-0.133333333333333,-0.65,-0.75,"No"
"CLTC",-0.2,-0.433333333333333,0.4,"No"
"CMAS",-0.633333333333333,-0.683333333333333,-0.1,"No"
"CMIP",-0.35,-0.3,0.8,"No"
"CMTM4",-0.683333333333333,-0.2,-0.785714285714285,"No"
"CMTM6",0.2,0.366666666666667,-0.535714285714286,"No"
"CMTM7",-0.4,-0.6,0.5,"No"
"CMTM8",0.633333333333333,0.866666666666667,-0.464285714285714,"No"
"CMYA5",0.283333333333333,0.783333333333333,-0.285714285714286,"No"
"CNDP2",-0.15,-0.55,-0.285714285714286,"No"
"CNIH2",-0.866666666666667,0.15,-0.428571428571428,"No"
"CNIH3",0.5,0.833333333333333,0.0714285714285714,"No"
"CNKSR1",0.616666666666667,0.583333333333333,0.5,"Yes"
"CNKSR3",0.516666666666667,0.566666666666667,-0.464285714285714,"No"
"CNN2",-0.616666666666667,-0.5,-0.107142857142857,"No"
"CNN3",0.766666666666667,-0.566666666666667,0.0857142857142857,"No"
"CNNM2",0.733333333333333,0.666666666666667,0.178571428571429,"No"
"CNNM3",0.5,-0.583333333333333,0.607142857142857,"No"
"CNNM4",-0.166666666666667,0.283333333333333,-0.5,"No"
"CNOT1",-0.483333333333333,-0.816666666666667,-0.571428571428571,"No"
"CNOT10",-0.7,-0.883333333333333,-0.428571428571428,"No"
"CNOT2",-0.383333333333333,-0.833333333333333,-0.285714285714286,"No"
"CNOT4",0.583333333333333,-0.616666666666667,0.214285714285714,"No"
"CNOT6",-0.533333333333333,-0.666666666666667,-0.0714285714285714,"No"
"CNOT7",-0.483333333333333,-0.666666666666667,-0.785714285714285,"No"
"CNOT8",0.733333333333333,-0.283333333333333,-0.464285714285714,"No"
"CNP",-0.433333333333333,0.666666666666667,-0.392857142857143,"No"
"CNPY2",0.466666666666667,0.716666666666667,1,"No"
"CNPY4",0.1,0.766666666666667,0.285714285714286,"No"
"CNTLN",-0.633333333333333,-0.05,0.321428571428571,"No"
"CNTN1",0.8,0.9,-0.75,"No"
"CNTN2",-0.0333333333333333,0.733333333333333,-0.464285714285714,"No"
"CNTN4",0.8,0.8,-0.0857142857142857,"No"
"CNTNAP1",0.483333333333333,0.483333333333333,0.357142857142857,"No"
"CNTROB",-0.85,-0.816666666666667,0,"No"
"COBL",-0.816666666666667,0.883333333333333,0.485714285714286,"No"
"COG1",0.633333333333333,-0.85,-0.642857142857143,"No"
"COG2",0.583333333333333,-0.4,0.785714285714285,"No"
"COG3",0.85,0.783333333333333,-0.25,"No"
"COG5",0.7,0.15,-0.464285714285714,"No"
"COG6",0.833333333333333,0.583333333333333,0.785714285714285,"No"
"COG8",-0.116666666666667,-0.483333333333333,-0.571428571428571,"No"
"COIL",-0.55,-0.633333333333333,-0.821428571428571,"No"
"COL16A1",0.766666666666667,0.433333333333333,0.142857142857143,"No"
"COL18A1",0.7,0.666666666666667,-1,"No"
"COL24A1",0.75,0.716666666666667,-0.107142857142857,"No"
"COL27A1",0.766666666666667,0.816666666666667,0.0857142857142857,"No"
"COL2A1",0.166666666666667,0.933333333333333,0.357142857142857,"No"
"COL3A1",-0.2,0.516666666666667,-0.464285714285714,"No"
"COL4A2",0.233333333333333,-0.183333333333333,0,"No"
"COL4A3BP",-0.366666666666667,0.85,-0.321428571428571,"No"
"COL4A5",-0.65,0.516666666666667,-0.142857142857143,"No"
"COL6A2",0.1,0.616666666666667,-0.107142857142857,"No"
"COL6A3",0.283333333333333,0.7,-1,"No"
"COL7A1",0.5,-0.516666666666667,-0.142857142857143,"No"
"COLEC12",0.0166666666666667,0.916666666666667,-0.342356235824312,"No"
"COMMD1",-0.433333333333333,-0.583333333333333,-0.214285714285714,"No"
"COMMD10",0.116666666666667,-0.333333333333333,0.571428571428571,"No"
"COMMD3",0.1,0.566666666666667,-0.75,"No"
"COMMD4",-0.666666666666667,0.183333333333333,-0.535714285714286,"No"
"COMMD5",0.316666666666667,0.4,-0.142857142857143,"No"
"COMMD6",-0.166666666666667,-0.0166666666666667,-0.357142857142857,"No"
"COMMD7",-0.433333333333333,-0.466666666666667,0.714285714285714,"No"
"COMMD8",-0.433333333333333,-0.6,-0.542857142857143,"Yes"
"COMMD9",0.316666666666667,-0.45,-0.285714285714286,"No"
"COMTD1",-0.75,-0.25,-0.678571428571428,"No"
"COPA",-0.316666666666667,0.716666666666667,0.607142857142857,"No"
"COPB1",-0.45,0.716666666666667,-0.285714285714286,"No"
"COPB2",0.566666666666667,0.5,0.0285714285714286,"No"
"COPE",-0.75,0.533333333333333,0.642857142857143,"No"
"COPS2",0.266666666666667,-0.6,0.5,"No"
"COPS3",-0.683333333333333,-0.683333333333333,-0.257142857142857,"No"
"COPS4",-0.45,-0.566666666666667,0.214285714285714,"No"
"COPS5",0.0833333333333333,-0.716666666666667,-0.214285714285714,"No"
"COPS6",-0.283333333333333,-0.55,0.178571428571429,"No"
"COPS7B",-0.516666666666667,-0.733333333333333,-0.5,"No"
"COPS8",0.1,-0.533333333333333,-0.285714285714286,"No"
"COPZ1",-0.4,-0.716666666666667,0.5,"No"
"COQ10A",0.716666666666667,0.833333333333333,0.257142857142857,"No"
"COQ10B",0.616666666666667,-0.7,0.357142857142857,"No"
"COQ2",-0.616666666666667,-0.55,0.607142857142857,"No"
"COQ3",-0.5,-0.633333333333333,-0.964285714285714,"No"
"COQ4",-0.1,-0.633333333333333,0.0714285714285714,"No"
"COQ5",-0.166666666666667,-0.666666666666667,-0.464285714285714,"No"
"COQ6",-0.716666666666667,-0.833333333333333,-0.178571428571429,"No"
"COQ7",-0.583333333333333,-0.683333333333333,-0.428571428571428,"No"
"COQ9",0.216666666666667,-0.616666666666667,-0.428571428571428,"No"
"CORO1A",-0.85,0.883333333333333,-0.0714285714285714,"No"
"CORO1B",0.0333333333333333,0.433333333333333,0.0714285714285714,"No"
"CORO1C",-0.6,-0.683333333333333,-0.178571428571429,"No"
"CORO2A",-0.35,0.483333333333333,0.485714285714286,"No"
"CORO7",-0.233333333333333,0.65,0,"No"
"COTL1",-0.55,0.783333333333333,0.7,"No"
"COX10",-0.466666666666667,-0.75,-0.714285714285714,"No"
"COX11",-0.466666666666667,-0.516666666666667,0,"No"
"COX15",-0.233333333333333,-0.733333333333333,-0.0714285714285714,"No"
"COX19",0.05,-0.266666666666667,0.142857142857143,"No"
"COX4I1",-0.5,-0.166666666666667,-0.357142857142857,"No"
"COX5A",-0.5,-0.716666666666667,-0.0714285714285714,"No"
"COX5B",-0.433333333333333,-0.566666666666667,-1,"No"
"COX6A1",-0.05,-0.4,-0.6,"No"
"COX6B1",-0.516666666666667,-0.65,-0.5,"Yes"
"COX6C",-0.05,-0.833333333333333,-0.5,"No"
"COX7A2",-0.516666666666667,-0.566666666666667,-0.5,"Yes"
"COX7A2L",-0.283333333333333,0.733333333333333,-0.7,"No"
"COX7C",-0.0333333333333333,-0.566666666666667,-0.142857142857143,"No"
"COX8A",-0.783333333333333,-0.683333333333333,1,"No"
"CPD",-0.166666666666667,-0.0333333333333333,-0.107142857142857,"No"
"CPE",0.666666666666667,0.633333333333333,0.321428571428571,"No"
"CPEB3",0.566666666666667,0.8,0.257142857142857,"No"
"CPEB4",0.45,0.633333333333333,-0.392857142857143,"No"
"CPLX2",-0.566666666666667,0.516666666666667,-0.8,"No"
"CPM",0.25,0.9,0.642857142857143,"No"
"CPNE2",-0.583333333333333,-0.666666666666667,0.5,"No"
"CPNE7",-0.233333333333333,0.9,-0.535714285714286,"No"
"CPSF4",0.55,-0.733333333333333,0.321428571428571,"No"
"CPSF6",-0.383333333333333,-0.716666666666667,0.571428571428571,"No"
"CPT1A",-0.566666666666667,0.816666666666667,0.392857142857143,"No"
"CPT1C",0.15,0.5,0,"No"
"CPT2",-0.55,0.383333333333333,0.321428571428571,"No"
"CRABP2",0.8,0.566666666666667,0.357142857142857,"No"
"CRADD",-0.05,-0.633333333333333,-0.428571428571428,"No"
"CRB1",0.166666666666667,0.966666666666667,-0.107142857142857,"No"
"CRB2",0.566666666666667,0.816666666666667,0,"No"
"CRBN",0.65,0.95,0.0357142857142857,"No"
"CREB1",-0.15,-0.833333333333333,0.464285714285714,"No"
"CREB3",0.0166666666666667,0.9,-0.678571428571428,"No"
"CREB3L4",0.483333333333333,0.75,-0.107142857142857,"No"
"CREBBP",0.716666666666667,-0.833333333333333,0.285714285714286,"No"
"CREBL2",0.266666666666667,0.816666666666667,-0.107142857142857,"No"
"CREG1",-0.0666666666666667,0.633333333333333,0.285714285714286,"No"
"CRELD1",0.5,0.916666666666667,-0.4,"No"
"CRELD2",-0.166666666666667,0.116666666666667,-1,"No"
"CREM",0.0166666666666667,0.7,-0.178571428571429,"No"
"CRIM1",0.483333333333333,-0.516666666666667,0.142857142857143,"No"
"CRIP1",-0.65,0.633333333333333,0.321428571428571,"No"
"CRIP2",-0.65,-0.733333333333333,0.678571428571428,"No"
"CRIPT",0.483333333333333,-0.366666666666667,-0.0714285714285714,"No"
"CRISPLD2",0.333333333333333,0.533333333333333,-0.285714285714286,"No"
"CRK",0.316666666666667,-0.633333333333333,0.714285714285714,"No"
"CRKL",-0.733333333333333,-0.55,0.428571428571428,"No"
"CRLF1",-0.516666666666667,0.233333333333333,-0.5,"No"
"CRLF3",0.416666666666667,-0.75,0.571428571428571,"No"
"CRLS1",0.466666666666667,-0.633333333333333,0.428571428571428,"No"
"CRMP1",-0.2,0.366666666666667,0.642857142857143,"No"
"CRNKL1",0.166666666666667,-0.683333333333333,0.5,"No"
"CROCC",0.4,0.0333333333333333,-0.142857142857143,"No"
"CROT",-0.116666666666667,0.75,-0.535714285714286,"No"
"CRTAP",0.666666666666667,-0.183333333333333,-0.771428571428571,"No"
"CRTC1",0.116666666666667,-0.733333333333333,1,"No"
"CRY1",0.65,-0.866666666666667,-0.321428571428571,"No"
"CRY2",0.466666666666667,-0.116666666666667,-0.0357142857142857,"No"
"CRYAB",0,0.116666666666667,-0.607142857142857,"No"
"CS",-0.416666666666667,-0.666666666666667,0.321428571428571,"No"
"CSAD",0.266666666666667,0.383333333333333,0.2,"No"
"CSDE1",-0.05,-0.733333333333333,1,"No"
"CSGALNACT1",0.716666666666667,0.8,-0.464285714285714,"No"
"CSGALNACT2",-0.0166666666666667,0.883333333333333,0,"No"
"CSMD1",0.633333333333333,0.966666666666667,0.321428571428571,"No"
"CSNK1A1",-0.55,-0.816666666666667,-0.25,"No"
"CSNK1D",-0.45,-0.75,0.142857142857143,"No"
"CSNK1E",-0.1,-0.766666666666667,0.428571428571428,"No"
"CSNK1G1",-0.75,0.633333333333333,-0.857142857142857,"No"
"CSNK1G2",0.2,-0.116666666666667,-0.535714285714286,"No"
"CSNK2A2",0.516666666666667,-0.8,0.5,"No"
"CSNK2B",-0.4,-0.65,-0.4,"No"
"CSPG4",-0.216666666666667,0.683333333333333,-0.714285714285714,"No"
"CSPG5",-0.766666666666667,0.766666666666667,-0.285714285714286,"No"
"CSRP1",0.25,0.733333333333333,-0.285714285714286,"No"
"CSRP2",-0.516666666666667,0.45,-0.142857142857143,"No"
"CST3",0.35,0.8,0.107142857142857,"No"
"CSTF1",-0.166666666666667,-0.733333333333333,-0.107142857142857,"No"
"CSTF2",-0.433333333333333,-0.75,-0.107142857142857,"No"
"CSTF2T",-0.716666666666667,-0.583333333333333,0.214285714285714,"No"
"CSTF3",-0.55,-0.7,0.0714285714285714,"No"
"CTBP1",-0.133333333333333,-0.566666666666667,-0.4,"No"
"CTBP2",0.65,-0.833333333333333,-0.428571428571428,"No"
"CTBS",0.933333333333333,0.416666666666667,-0.75,"No"
"CTDP1",0.1,-0.716666666666667,0.6,"No"
"CTDSP1",0.133333333333333,-0.533333333333333,-0.0285714285714286,"No"
"CTDSP2",0.133333333333333,0.75,-0.1,"No"
"CTDSPL",0.166666666666667,0.883333333333333,-0.857142857142857,"No"
"CTF1",0.233333333333333,0.583333333333333,-0.535714285714286,"No"
"CTH",0.866666666666667,0.0666666666666667,-0.0285714285714286,"No"
"CTNNA1",0.733333333333333,-0.516666666666667,-0.821428571428571,"No"
