"gene","Nasr_22Rv1","Nasr_RM1","NED_ILSA","high_corr_common"
"ADAT1",-0.333333333333333,-0.783333333333333,-0.642857142857143,"No"
"ADAT2",0.383333333333333,-0.633333333333333,0.107142857142857,"No"
"ADAT3",0.25,-0.533333333333333,-0.392857142857143,"No"
"ADCK1",-0.183333333333333,0.15,-0.321428571428571,"No"
"ADCK2",-0.783333333333333,0.583333333333333,-0.285714285714286,"No"
"ADCK5",0.383333333333333,0.133333333333333,0.5,"No"
"ADCY1",0.05,0.916666666666667,-0.642857142857143,"No"
"ADCY5",0.483333333333333,0.883333333333333,-0.5,"No"
"ADCY7",0.233333333333333,0.6,0.607142857142857,"No"
"ADCY8",0.0833333333333333,0.9,0.142857142857143,"No"
"ADCY9",0.583333333333333,0.783333333333333,-0.75,"No"
"ADCYAP1R1",0.466666666666667,0.8,1,"No"
"ADD3",-0.133333333333333,-0.7,0.107142857142857,"No"
"ADH5",-0.0666666666666667,-0.8,-0.5,"No"
"ADI1",0.116666666666667,-0.783333333333333,0.0357142857142857,"No"
"ADIPOR2",0.533333333333333,-0.466666666666667,0.107142857142857,"No"
"ADK",-0.566666666666667,-0.766666666666667,-0.428571428571428,"No"
"ADNP",0.183333333333333,-0.616666666666667,-0.6,"No"
"ADNP2",-0.6,0.0166666666666667,-0.142857142857143,"No"
"ADO",0.483333333333333,-0.5,-0.75,"No"
"ADORA1",-0.4,0.95,-0.142857142857143,"No"
"ADORA2B",-0.05,0.833333333333333,0.285714285714286,"No"
"ADPGK",-0.166666666666667,-0.8,-0.464285714285714,"No"
"ADPRH",0.266666666666667,-0.15,0.357142857142857,"No"
"ADPRHL1",0.616666666666667,0.65,-0.5,"No"
"ADPRHL2",0.116666666666667,-0.516666666666667,0.321428571428571,"No"
"ADRA2A",0.0666666666666667,0.666666666666667,-0.314285714285714,"No"
"ADRA2C",0.133333333333333,0.916666666666667,-0.3,"No"
"ADRB1",0.2,0.833333333333333,-0.678571428571428,"No"
"ADRB2",-0.483333333333333,0.6,0.214285714285714,"No"
"ADSSL1",0.25,0.733333333333333,-0.657142857142857,"No"
"AEBP2",-0.433333333333333,-0.616666666666667,-0.428571428571428,"No"
"AES",-0.466666666666667,0.3,-0.6,"No"
"AFAP1",-0.666666666666667,0.816666666666667,0.357142857142857,"No"
"AFAP1L1",0.183333333333333,0.733333333333333,-0.25,"No"
"AFF1",0.6,0.75,-0.428571428571428,"No"
"AFF3",0.133333333333333,0.833333333333333,-0.535714285714286,"No"
"AFF4",0.616666666666667,0.216666666666667,-0.357142857142857,"No"
"AFG3L2",-0.2,-0.85,-0.428571428571428,"No"
"AFTPH",0.966666666666667,0.733333333333333,-0.428571428571428,"No"
"AGA",0.383333333333333,0.616666666666667,-0.0857142857142857,"No"
"AGBL5",0,0.716666666666667,-0.7,"No"
"AGGF1",0.333333333333333,-0.75,0.357142857142857,"No"
"AGPAT2",-0.2,-0.733333333333333,0.142857142857143,"No"
"AGPAT3",-0.7,-0.533333333333333,0,"No"
"AGPAT4",0.55,0.666666666666667,0.107142857142857,"No"
"AGPAT5",-0.583333333333333,-0.683333333333333,0.714285714285714,"No"
"AGPS",0.266666666666667,-0.7,-0.571428571428571,"No"
"AGRN",-0.4,0.683333333333333,0.542857142857143,"No"
"AGTPBP1",0.533333333333333,-0.683333333333333,0.571428571428571,"No"
"AHCY",-0.65,-0.783333333333333,-0.285714285714286,"No"
"AHCYL1",-0.416666666666667,-0.683333333333333,-0.214285714285714,"No"
"AHDC1",-0.15,0.666666666666667,0.392857142857143,"No"
"AHNAK",0.166666666666667,0,0.371428571428571,"No"
"AHNAK2",-0.75,0.566666666666667,0.107142857142857,"No"
"AHRR",0.633333333333333,0.816666666666667,0.464285714285714,"No"
"AHSA1",-0.283333333333333,-0.733333333333333,0.0714285714285714,"No"
"AIFM2",0.233333333333333,0.55,-0.25,"No"
"AIG1",-0.383333333333333,0.533333333333333,0.428571428571428,"No"
"AIP",0.783333333333333,-0.683333333333333,0.428571428571428,"No"
"AK1",0.0166666666666667,0.7,0,"No"
"AK2",-0.666666666666667,-0.733333333333333,-0.2,"No"
"AK3",0.516666666666667,-0.466666666666667,-0.321428571428571,"No"
"AK5",0.133333333333333,0.633333333333333,0.285714285714286,"No"
"AKAP1",-0.516666666666667,-0.683333333333333,0.285714285714286,"No"
"AKAP10",0.0166666666666667,0.116666666666667,-0.0357142857142857,"No"
"AKAP11",-0.133333333333333,-0.616666666666667,-0.535714285714286,"No"
"AKAP13",-0.35,0.75,0.428571428571429,"No"
"AKAP5",-0.433333333333333,0.0166666666666667,0,"No"
"AKAP7",0.433333333333333,0.4,-0.571428571428571,"No"
"AKAP8",-0.2,-0.933333333333333,-0.142857142857143,"No"
"AKAP8L",0.816666666666667,0.483333333333333,0.857142857142857,"No"
"AKAP9",0.733333333333333,0.416666666666667,-0.0357142857142857,"No"
"AKNA",-0.116666666666667,0.766666666666667,0.107142857142857,"No"
"AKR1A1",0.433333333333333,0.683333333333333,-0.357142857142857,"No"
"AKT1",-0.883333333333333,-0.55,0.571428571428571,"No"
"AKT1S1",0.683333333333333,-0.65,-0.535714285714286,"No"
"AKT2",-0.216666666666667,-0.533333333333333,0.214285714285714,"No"
"AKT3",0.3,0.8,-0.657142857142857,"No"
"ALAS1",0.266666666666667,-0.0666666666666667,0.0714285714285714,"No"
"ALCAM",0.8,0.616666666666667,-0.485714285714286,"No"
"ALDH16A1",-0.8,-0.433333333333333,0.357142857142857,"No"
"ALDH18A1",-0.733333333333333,-0.4,-0.535714285714286,"No"
"ALDH1B1",-0.6,0.916666666666667,-0.571428571428571,"No"
"ALDH1L1",0.116666666666667,0.166666666666667,0.678571428571428,"No"
"ALDH1L2",0.666666666666667,0.483333333333333,-0.0357142857142857,"No"
"ALDH2",-0.0666666666666667,0.516666666666667,-0.428571428571428,"No"
"ALDH3A2",0.75,0.516666666666667,-0.357142857142857,"No"
"ALDH4A1",-0.566666666666667,-0.4,0.785714285714285,"No"
"ALDH5A1",-0.45,0.95,-0.178571428571429,"No"
"ALDH6A1",0.1,0.8,0.357142857142857,"No"
"ALDH9A1",-0.733333333333333,-0.983333333333333,-0.464285714285714,"No"
"ALDOA",0.0666666666666667,-0.25,-1,"No"
"ALDOC",0.483333333333333,0.883333333333333,-0.142857142857143,"No"
"ALG1",-0.166666666666667,-0.616666666666667,0.0714285714285714,"No"
"ALG12",-0.55,0.633333333333333,0.321428571428571,"No"
"ALG13",0.15,-0.733333333333333,-0.321428571428571,"No"
"ALG14",-0.416666666666667,-0.6,-0.714285714285714,"No"
"ALG2",-0.0666666666666667,0.5,-0.321428571428571,"No"
"ALG5",-0.683333333333333,0.0333333333333333,0.885714285714286,"No"
"ALG6",-0.55,-0.2,0.214285714285714,"No"
"ALG8",-0.8,-0.883333333333333,-0.321428571428571,"No"
"ALK",-0.166666666666667,0.866666666666667,-0.464285714285714,"No"
"ALKBH1",0.266666666666667,-0.833333333333333,0.0357142857142857,"No"
"ALKBH2",0.35,-0.15,-0.392857142857143,"No"
"ALKBH3",0.366666666666667,-0.716666666666667,0.0714285714285714,"No"
"ALKBH5",0.516666666666667,-0.383333333333333,-0.428571428571428,"No"
"ALKBH7",-0.533333333333333,-0.233333333333333,0.285714285714286,"No"
"ALOXE3",0.45,0.733333333333333,0.321428571428571,"No"
"ALPK1",-0.283333333333333,0.866666666666667,-0.485714285714286,"No"
"ALPK3",0.133333333333333,0.916666666666667,-0.321428571428571,"No"
"ALS2",0.583333333333333,0.9,-0.178571428571429,"No"
"ALS2CL",0.433333333333333,-0.166666666666667,-0.428571428571428,"No"
"AMACR",0.7,0.6,-0.0714285714285714,"No"
"AMDHD1",0.316666666666667,0.283333333333333,-0.5,"No"
"AMDHD2",-0.116666666666667,0.666666666666667,0.571428571428571,"No"
"AMFR",-0.383333333333333,-0.233333333333333,-0.75,"No"
"AMH",-0.7,-0.483333333333333,0.464285714285714,"No"
"AMIGO1",0.733333333333333,0.483333333333333,-0.0357142857142857,"No"
"AMIGO2",0.633333333333333,-0.716666666666667,0.214285714285714,"No"
"AMIGO3",-0.116666666666667,0.883333333333333,0.678571428571428,"No"
"AMMECR1",0.183333333333333,-0.666666666666667,0.714285714285714,"No"
"AMN1",0.6,0.583333333333333,-0.25,"No"
"AMOT",0.0666666666666667,0.616666666666667,-0.714285714285714,"No"
"AMOTL1",-0.45,0.833333333333333,0.785714285714285,"No"
"AMOTL2",0.3,-0.633333333333333,0.1,"No"
"AMZ1",0.233333333333333,0.733333333333333,0.142857142857143,"No"
"ANAPC1",-0.916666666666667,-0.683333333333333,0.464285714285714,"No"
"ANAPC10",-0.0666666666666667,-0.533333333333333,0.214285714285714,"No"
"ANAPC13",-0.0833333333333333,0.0666666666666667,0.828571428571429,"No"
"ANAPC4",-0.6,-0.65,0.357142857142857,"No"
"ANGEL1",0.7,0.25,-0.214285714285714,"No"
"ANGPTL4",-0.833333333333333,-0.25,0.714285714285714,"No"
"ANK2",0.7,0.35,-0.642857142857143,"No"
"ANK3",0.35,0.616666666666667,-0.142857142857143,"No"
"ANKFY1",-0.516666666666667,0.433333333333333,0.214285714285714,"No"
"ANKHD1",0.283333333333333,0.716666666666667,0,"No"
"ANKIB1",0.166666666666667,-0.816666666666667,0.25,"No"
"ANKLE2",-0.933333333333333,-0.666666666666667,0.75,"No"
"ANKRA2",0.583333333333333,0.7,0.357142857142857,"No"
"ANKRD10",0.466666666666667,-0.85,0.285714285714286,"No"
"ANKRD11",0.316666666666667,-0.516666666666667,-0.321428571428571,"No"
"ANKRD12",0.6,0.666666666666667,-0.214285714285714,"No"
"ANKRD13A",0.6,-0.716666666666667,-0.678571428571428,"No"
"ANKRD13B",-0.0333333333333333,-0.383333333333333,0.2,"No"
"ANKRD13C",0.1,-0.766666666666667,0.25,"No"
"ANKRD16",0.766666666666667,0.0166666666666667,-0.607142857142857,"No"
"ANKRD17",0.516666666666667,-0.883333333333333,-0.964285714285714,"No"
"ANKRD26",-0.0333333333333333,-0.883333333333333,0.321428571428571,"No"
"ANKRD27",0.5,-0.883333333333333,0.5,"No"
"ANKRD34B",-0.116666666666667,0.9,0.2,"No"
"ANKRD37",0.4,-0.3,0.214285714285714,"No"
"ANKRD39",-0.166666666666667,0.55,-0.535714285714286,"No"
"ANKRD40",-0.116666666666667,-0.7,0,"No"
"ANKRD44",-0.4,0.75,-0.214285714285714,"No"
"ANKRD46",-0.233333333333333,0.6,-0.5,"No"
"ANKRD49",-0.333333333333333,-0.866666666666667,-0.2,"No"
"ANKRD6",0.266666666666667,0.416666666666667,0.107142857142857,"No"
"ANKRD9",0.35,-0.233333333333333,-0.0357142857142857,"No"
"ANKS1B",0.416666666666667,0.866666666666667,-0.428571428571428,"No"
"ANKS3",-0.3,0.716666666666667,-0.428571428571428,"No"
"ANKZF1",0.466666666666667,0.5,0.0357142857142857,"No"
"ANLN",-0.633333333333333,-0.9,0.214285714285714,"No"
"ANP32E",-0.5,-0.633333333333333,0.571428571428571,"No"
"ANPEP",0.1,0.616666666666667,-0.25,"No"
"ANTXR2",0.9,0.616666666666667,0.0357142857142857,"No"
"ANXA6",-0.7,0.833333333333333,0.178571428571429,"No"
"ANXA7",-0.166666666666667,0.683333333333333,0.0357142857142857,"No"
"ANXA9",0.75,0.0166666666666667,-0.214285714285714,"No"
"AOC2",0.566666666666667,-0.3,0.392857142857143,"No"
"AOC3",0.783333333333333,0.3,0.6,"No"
"AOX1",0.05,0.466666666666667,-0.75,"No"
"AP1G1",0.233333333333333,-0.783333333333333,-0.2,"No"
"AP1G2",0.416666666666667,-0.15,0.257142857142857,"No"
"AP1M1",-0.766666666666667,-0.683333333333333,0.771428571428571,"No"
"AP1S1",-0.516666666666667,-0.566666666666667,0.678571428571428,"No"
"AP1S2",-0.15,-0.383333333333333,0.5,"No"
"AP2A1",-0.633333333333333,-0.516666666666667,-0.178571428571429,"No"
"AP2A2",-0.716666666666667,-0.6,0.25,"No"
"AP2S1",-0.766666666666667,-0.45,-0.321428571428571,"No"
"AP3B2",-0.0166666666666667,0.616666666666667,-0.571428571428571,"No"
"AP3D1",-0.0333333333333333,0.466666666666667,0.178571428571429,"No"
"AP3M1",-0.483333333333333,-0.816666666666667,0.357142857142857,"No"
"AP3S1",0.65,0.816666666666667,-0.8,"No"
"AP3S2",0.233333333333333,-0.7,0.214285714285714,"No"
"AP4E1",0.133333333333333,-0.166666666666667,0.464285714285714,"No"
"AP4M1",-0.4,0.433333333333333,0.464285714285714,"No"
"AP4S1",0.366666666666667,-0.583333333333333,0,"No"
"APBA1",-0.316666666666667,0.966666666666667,0.428571428571429,"No"
"APBA3",-0.65,-0.05,0,"No"
"APC2",0.633333333333333,0.833333333333333,-0.714285714285714,"No"
"APEH",-0.0833333333333333,0.116666666666667,-0.214285714285714,"No"
"APEX1",0.566666666666667,-0.6,-0.392857142857143,"No"
"APH1A",-0.366666666666667,-0.483333333333333,0.428571428571428,"No"
"APLN",0.466666666666667,-0.683333333333333,-0.142857142857143,"No"
"APOB",-0.166666666666667,0.783333333333333,-0.428571428571428,"No"
"APOD",0.416666666666667,0.85,-0.285714285714286,"No"
"APOE",0.55,-0.283333333333333,-0.25,"No"
"APOLD1",0.116666666666667,0.916666666666667,0,"No"
"APOOL",-0.166666666666667,-0.166666666666667,0.142857142857143,"No"
"APPBP2",0.666666666666667,-0.816666666666667,0.142857142857143,"No"
"APPL1",-0.45,-0.783333333333333,0.214285714285714,"No"
"APPL2",0.883333333333333,0.616666666666667,-0.0714285714285714,"No"
"APRT",-0.666666666666667,-0.666666666666667,-0.1,"No"
"AQP1",-0.316666666666667,0.566666666666667,-0.5,"No"
"AQP11",0,0.85,0.5,"No"
"AQP3",0.483333333333333,0.916666666666667,0.642857142857143,"No"
"AQR",-0.166666666666667,-0.733333333333333,-0.571428571428571,"No"
"ARAF",-0.1,-0.65,-0.657142857142857,"No"
"ARC",0.633333333333333,-0.716666666666667,-0.571428571428571,"No"
"ARCN1",-0.3,-0.483333333333333,-0.75,"No"
"AREG",-0.0666666666666667,0.8,-0.571428571428571,"No"
"ARF3",-0.766666666666667,-0.716666666666667,0.428571428571428,"No"
"ARF5",-0.733333333333333,0.533333333333333,0.535714285714286,"No"
"ARF6",-0.233333333333333,-0.466666666666667,0.0357142857142857,"No"
"ARFGAP1",-0.2,0.716666666666667,0.321428571428571,"No"
"ARFGEF2",0.4,0.0666666666666667,0.5,"No"
"ARFIP1",-0.766666666666667,0.85,-0.321428571428571,"No"
"ARFIP2",0.616666666666667,-0.383333333333333,-0.642857142857143,"No"
"ARHGAP1",-0.35,-0.4,-1,"No"
"ARHGAP10",0.666666666666667,-0.116666666666667,0.357142857142857,"No"
"ARHGAP11A",-0.5,-0.983333333333333,-0.142857142857143,"No"
"ARHGAP12",0.95,0.75,-0.285714285714286,"No"
"ARHGAP15",-0.4,0.85,0.392857142857143,"No"
"ARHGAP17",0.2,0.616666666666667,-0.642857142857143,"No"
"ARHGAP19",-0.633333333333333,-0.8,0.571428571428571,"No"
"ARHGAP20",-0.566666666666667,0.95,0,"No"
"ARHGAP22",0.6,0.483333333333333,0.0357142857142857,"No"
"ARHGAP24",0.45,0.9,0.0714285714285714,"No"
"ARHGAP26",0.75,0.75,-0.321428571428571,"No"
"ARHGAP28",0.516666666666667,0.783333333333333,-0.321428571428571,"No"
"ARHGAP29",-0.05,-0.766666666666667,-0.928571428571428,"No"
"ARHGAP4",-0.183333333333333,0.566666666666667,0.25,"No"
"ARHGAP5",0.833333333333333,-0.65,0.0714285714285714,"No"
"ARHGAP6",0.2,0.6,0.857142857142857,"No"
"ARHGDIA",-0.466666666666667,-0.566666666666667,0.0714285714285714,"No"
"ARHGDIG",0.1,-0.0166666666666667,0.214285714285714,"No"
"ARHGEF1",-0.166666666666667,0.166666666666667,0.214285714285714,"No"
"ARHGEF10",-0.483333333333333,-0.266666666666667,0.0714285714285714,"No"
"ARHGEF10L",-0.633333333333333,0.866666666666667,-1,"No"
"ARHGEF11",-0.533333333333333,0.75,0.1,"No"
"ARHGEF12",0.283333333333333,0.25,-0.214285714285714,"No"
"ARHGEF17",0.483333333333333,-0.833333333333333,-0.892857142857143,"No"
"ARHGEF18",-0.366666666666667,-0.733333333333333,-0.714285714285714,"No"
"ARHGEF19",-0.25,0.7,0.214285714285714,"No"
"ARHGEF3",0.133333333333333,0.666666666666667,-0.0714285714285714,"No"
"ARHGEF4",-0.0833333333333333,0.783333333333333,0.142857142857143,"No"
"ARHGEF6",0.133333333333333,0.833333333333333,0.642857142857143,"No"
"ARHGEF7",0.616666666666667,-0.05,-0.178571428571429,"No"
"ARHGEF9",0.716666666666667,0.666666666666667,-0.607142857142857,"No"
"ARID1A",0.0166666666666667,-0.783333333333333,0.126131244777378,"No"
"ARID3A",0.0666666666666667,-0.533333333333333,-0.9,"No"
"ARID4A",0.783333333333333,0.483333333333333,-0.678571428571428,"No"
"ARID4B",0.616666666666667,0.566666666666667,-0.571428571428571,"No"
"ARID5B",0.6,0.633333333333333,-0.142857142857143,"No"
"ARIH2",-0.25,-0.783333333333333,-0.6,"No"
"ARL11",-0.0333333333333333,0.633333333333333,0.428571428571428,"No"
"ARL13B",-0.466666666666667,0.7,0.25,"No"
"ARL2",-0.2,-0.266666666666667,-0.214285714285714,"No"
"ARL2BP",0.25,-0.7,-0.142857142857143,"No"
"ARL3",-0.566666666666667,0.183333333333333,-0.0857142857142857,"No"
"ARL4A",0.1,0.666666666666667,0.428571428571428,"No"
"ARL4C",0.2,0.166666666666667,0.357142857142857,"No"
"ARL5B",-0.183333333333333,0.616666666666667,-0.942857142857143,"No"
"ARL6",-0.133333333333333,0.216666666666667,0.0714285714285714,"No"
"ARL6IP1",-0.7,0.633333333333333,-0.535714285714286,"No"
"ARL6IP4",-0.416666666666667,-0.616666666666667,0.178571428571429,"No"
"ARL6IP5",0.75,0.05,-0.75,"No"
"ARL6IP6",-0.616666666666667,-0.6,0.178571428571429,"No"
"ARL8A",0.633333333333333,0.7,0.285714285714286,"No"
"ARMC1",-0.533333333333333,-0.666666666666667,-0.771428571428571,"No"
"ARMC2",-0.0666666666666667,0.783333333333333,-0.5,"No"
"ARMC5",0.183333333333333,-0.633333333333333,-0.4,"No"
"ARMC7",0.2,0.633333333333333,0.25,"No"
"ARMC8",-0.483333333333333,-0.516666666666667,0.75,"No"
"ARMC9",-0.533333333333333,0.833333333333333,-0.214285714285714,"No"
"ARMCX5",-0.2,-0.85,-0.357142857142857,"No"
"ARNT",0.2,0.466666666666667,0.75,"No"
"ARNT2",-0.35,0.7,0.771428571428571,"No"
"ARNTL2",-0.65,-0.316666666666667,-0.214285714285714,"No"
"ARPC1B",-0.233333333333333,-0.666666666666667,-0.607142857142857,"No"
"ARPC2",-0.216666666666667,-0.783333333333333,-0.1,"No"
"ARPC4",-0.516666666666667,-0.45,-0.142857142857143,"No"
"ARPC5",-0.75,-0.516666666666667,0.428571428571429,"No"
"ARPC5L",-0.166666666666667,-0.466666666666667,-0.3,"No"
"ARRB2",-0.416666666666667,-0.716666666666667,-0.2,"No"
"ARRDC4",-0.05,0.833333333333333,0.142857142857143,"No"
"ARSG",0.166666666666667,0.833333333333333,0.464285714285714,"No"
"ARSJ",0.133333333333333,-0.566666666666667,-0.464285714285714,"No"
"ARV1",-0.2,-0.85,-0.6,"No"
"ASAH1",0.233333333333333,0.7,-0.5,"No"
"ASB1",-0.5,0.766666666666667,-0.464285714285714,"No"
"ASB13",0.25,0.566666666666667,0.392857142857143,"No"
"ASB16",0.216666666666667,0.733333333333333,0,"No"
"ASB3",0.6,0.683333333333333,-0.5,"No"
"ASB6",0.533333333333333,-0.716666666666667,0,"No"
"ASB8",0.683333333333333,-0.666666666666667,0.107142857142857,"No"
"ASCC1",0.666666666666667,0.833333333333333,-0.642857142857143,"No"
"ASCC2",-0.0666666666666667,0.316666666666667,-0.75,"No"
"ASCC3",-0.516666666666667,0.833333333333333,-0.428571428571428,"No"
"ASF1A",-0.0833333333333333,-0.75,-0.607142857142857,"No"
"ASF1B",-0.633333333333333,-0.516666666666667,-0.321428571428571,"No"
"ASH1L",0.283333333333333,-0.683333333333333,0,"No"
